@ la carte	If you order la carte in Dishes.
@abiogenetic	If something is abiogenetic, it is related to or caused by abiogenesis (the creation of a living thing from something that is nonliving).
@abiogenist	An abiogenist is someone who believes that abiogenesis is possible--
@abiotic	When something is abiotic, it is not a living thing, not alive and is not made by an Pollination is often done by abiotic means, such as wind or water.''
@abiotrophy	Abiotrophy is a decrease in the quality of human body cells that is caused by an unknown injury.
@abjection	The act of bringing down or humbling; The state of being rejected or cast out; A low or downcast condition; meanness of spirit; abasement; degradation.
@abjectly	If someone is done abjectly it is done without hope. 
@abjuration	An abjuration is telling people that something you said in the past wasn't true.--
@abjure	If someone abjures a belief, they say it is not true; If someone abjures a way of life, they say they will not live like that.--
@Abkhazian	An Abkhazian is a person or thing that came from Abkhazia; Abkhazian is the language spoken in Abkhazia.--
@ablactate	If you ablactate a baby, you stop giving it milk from a woman's breasts--
@ablactation	Ablactation is making a baby stop drinking milk from breasts.--
@ablate	If you ablate something, you remove it from an animal or plant.--
@ablation	Ablation is the action of removing a body part from an animal.--
@ablaze	If something or someone is ablaze, it is on fire; it is burning strongly; If something is ablaze, it is glowing with a bright light and color; If something is ablaze, it is done very passionately; If something is ablaze, it is done in a blaze; it is on fire.--
@able	If someone is able to do something, he can do it; If a person is able, he is good or skillful at what he does.
@able-bodiedism	Able-bodiedism is the belief that people who are healthy are more important than people who are unhealthy.
@able-bodism	Able-bodism is the belief that people who are healthy are more important than people who are unhealthy.
@ableism	Ableism is the belief that people who are healthy are more important than people who are unhealthy.
@ablepharia	Ablepharia is not having eyelids.
@ablism	Ablism is the belief that people who are healthy are more important than people who are unhealthy.
@abloom	If a plant is abloom, it has flowers; If a someone or something is abloom, it is full of life.
@ablution	Ablution is the washing of body parts for religious purposes or an object that is holy.--
@ablutionary	If something is ablutionary, it makes your hands clean.
@ablutophobia	Ablutophobia is the fear of washing or bathing.
@ably	If something is done ably, then it is done with great ability.
@abnormal	An abnormal thing, or situation, is one that is strange, or not typical; When something is abnormal, it often means that it is bigger than normal.
@abnormalcy	An abnormalcy is something that is abnormal (unusual; not normal).
@abnormality	An abnormality is something that is not normal.
@abnormally	When something is done abnormally, it is done in a way that is not normal; it is done in an abnormal way.
@aboard	on or onto a boat, airplane, train, etc.
@abode	An abode is the place where you live. --
@abolish	When you abolish something, you end it by making it invalid or illegal. You usually use the word "abolish" in regard to laws or actions.--
@abolishable	If someone is abolishable, it can be abolished. 
@abolishment	Abolishment is the action of ending something. It often refers to the end of slavery in the United States.--
@abolition	Abolition is the action of ending something. It often refers to the end of slavery in the United States. --
@abolitionary	Abolitionary ideas or actions are related to abolition.
@abolitionism	Abolitionism is the belief that slavery should not exist.
@abolitionist	An abolitionist is a person who thinks slavery should not exist. --
@abominable	If something is abominable, it is awful (horrible); If someone is abominable, they are not liked.
@abominate	If you abominate something, you hate it.--
@aboriginal	An Aboriginal is an Australian aborigine; Aboriginal means belonging or relating to the Australian Aborigines; The aboriginal people or animals of a place are ones that have been there from the earliest known times or that were there before people or animals from other countries arrived.
@aborigine	Aborigines are members of the tribes that were living in Australia when Europeans arrived there.--
@aborning	If something is aborning, it is being born.
@abort	If you abort something, you stop something from happening any longer; If a doctor aborts an unborn baby, they stop it from being born alive.--
@aborticide	Aborticide is the action of killing (aborting) a baby that has not been born yet; Aborticide is also a drug that kills a baby that has not been born yet.--
@abortion	If a woman has an abortion, her pregnancy is ended deliberately.
@abortions	AD is short for the Latin words anno Domini, which means in the year of our Lord. You use AD to refer to a date after the year in which Jesus Christ is believed to have been born. 
@abortively	If something is done abortively, it fails to achieve its goals.
@aboulia	If someone has aboulia, they do not have a lot of will power or desire to do things. 
@aboulic	If someone is aboulic, they have aboulia (no will power).
@abound	If things abound, or if a place abounds with things, there are very large numbers of them.--
@about	You use about to say what subject something is related to; If something moves about, it moves this way and that way; Having to do with, concerning, regarding; You use about before a number or amount, to say that it may be a little more or a little less; Something is about to happen, it will happen very soon; almost going to happen.
@above	(, after the noun &amp; ) If A is above B, A is higher than or before B, but not touching B; The above comment, discussion, argument, etc. is one higher than or coming before. 
@aboveboard	If something or someone is aboveboard, they are honest; If something is done aboveboard, it is done in an honest way.
@abracadabra	Abracadabra is a word you use during a magic trick; Abracadabra is something that cannot be understood because it does not make sense. 
@abrachia	Abrachia is not having arms.
@abrade	If you abrade something, you rub it a lot against something else. --
@Abraham	Abraham is a male given name; Abraham was the founder of the Hebrew nation.
@abranchial	If something is abranchial, it does not have gills. 
@abranchiate	If something is abranchiate, it does not have gills. 
@abranchious	If something is abranchious, it does not have gills. 
@abrase	When you abrase something, you rub it so that it becomes clean and smooth.
@abrasion	An abrasion is a scraped spot or area.
@abrasive	An abrasive substance, it is rough and can cut or scratch; If someone is abrasive, they are rude and unfriendly; An abrasive is a rough substance used to clean a hard surface.
@abreast	If you keep or stay abreast of something, you regularly read or study the most recent information about it; If two things are abreast, they are side by side.
@abridge	To abridge something is to make it shorter or less.--
@abridged	If something is abridged, it has been shortened. --
@abridgement	An abridgement is a shorter version of something. --
@abridgment	An abridgment is a shorter version of something. --
@abroad	If somebody goes abroad, they leave their home country and go to another country; If somebody lives abroad, they live in another country.
@abrogator	An abrogator is a person who has the ability to change laws.
@abrupt	An abrupt action is one that is sudden, or not expected; An abrupt landscape is one with sudden steep changes.
@abruptly	If something happens abruptly, it happens without a warning. It is unexpected. 
@abruptness	The state or quality of being abrupt.
@abscess	An abscess is an accumulation of pus that has built up within the body tissue. &lt;!--en.wp--&gt;--
@abscession	Abscession is the action of cutting something off from something else.--
@abscond	When you abscond, you are running away from somewhere, something or someone. It often means that someone else is with you too.--
@absconder	An absconder is someone who runs away from somewhere, something or someone.--
@abscondment	Abscondment is the action of running away from somewhere, something or someone. --
@absence	Absence is when something is not there; An absence is a time something is not there.--
@absent	If something is absent, it means to be not in a place or missing; When you absent yourself from something, you do not turn up for it and not appear; Absent means without or barring.
@absent-minded	Someone who is absent-minded forgets things or does not pay attention to what they are doing, often because they are thinking about something else. 
@absentee	An absentee is someone that is not present in one function. Usually used in absence from school. --
@absenteeism	Absenteeism is failing to go to work often.
@absently	If something is done absently, it is done without paying attention to it. 
@absentminded	Someone who is absentminded forgets things or does not pay attention to what they are doing, often because they are thinking about something else. 
@absinth	Absinth is a green drink mostly made up of alcohol, anise and wormwood. 
@absinthe	Absinthe is a green drink mostly made up of alcohol, anise and wormwood. --
@absolute	An absolute is something that will always exist; If something is absolute, it is complete or total.
@absolute monarchy	An absolute monarchy is a type of monarchy where the monarch has unlimited political power. 
@absolutely	If something is absolutely true, correct, etc., it's 100% so; If something is absolutely beautiful, brilliant, etc., it's very much so; You say there is absolutely nothing, to emphasise that there is nothing.
@absolutism	Absolutism is a form of monarchy that has a strong monarch in charge of a bureaucracy under him or herself.--
@absolutist	An absolutist is someone who supports a government ruled by one person.--
@absolve	To absolve someone is to free that person from a sin or from a promise.--
@absorb	If something is absorbed, it is sucked or soaked up (usually a liquid); If you absorb something, you take it in and use it; you learn it; If something absorbs your time, it takes all it up; it occupies all of your time. --
@absorbable	If something is absorbable, it can be absorbed.
@absorbed	If someone is absorbed, they are deep in thought; they are engrossed.--
@absorbency	Absorbency is the measurement of how much something can absorb.--
@absorbent	If something is absorbent, it can soak up liquid. 
@absorption	Absorption is taking in a gas or liquid through very small holes; Absorption is the state of being completely occupied by something. 
@absorptive	If something is absorptive, it can soak up liquid. 
@absorptivity	The absorptivity of a material is defined by how much the material can absorb another substance.--
@absquatulate	When you absquatulate, you are running away from somewhere, something or someone. It often means that someone else is with you too.--
@abstain	To abstain from something is to do without it or to keep yourself from doing it.--
@abstainer	An abstainer is someone who abstains from something (does not do it) --
@abstention	Abstention is when someone is abstaining from something or when someone does not take part in something. It's usually used to refer to not drinking alcohol or not having sex. 
@abstinence	Abstinence is when someone is abstaining from something or when someone does not take part in something. It's usually used to refer to not drinking alcohol or not having sex.--
@abstract	If something is abstract, you cannot touch it, and it is difficult to imagine or think about; If something is abstract, it is general; If something is abstract, it is thought of as apart from any other use with an object; it is removed from it; it is separate or abstracted; If something is abstract, it is not practical or realistic; it is not concrete; it is theoretical; it is vague; If something is abstract, it does not have all of the facts; it is not factual; An abstract is a short text that tells you the main ideas of a longer text, especially of scientific papers; it is a summary of something longer; An abstract is an abstraction; it is an abstract word; ; An abstract is a piece of art that is made in the abstract fashion of art; ; An abstract is a powdered solid extract of a vegetable that is then mixed with the sugar of milk; If you abstract something, you summarize it; you abridge it; If you abstract something, you separate it; you remove it; If you abstract something, you withdraw it; ; If you abstract something, you make abstractions of it in art; ; If you abstract something, you take it away from someone without permission; you steal it; If you abstract something, you think about it separate from everything else; you consider it abstractly; ; If you abstract something, you go through the process or abstraction.
@abstracted	If something is abstracted, it is separated or disconnected; If someone is abstracted, they forget things or do not pay attention to what they are doing, often because they are thinking about something else. --
@abstracter	An abstracter is someone who abstracts or summarizes something. --
@abstraction	An abstraction is a general idea rather than one relating to a particular object, person, or situation; Abstraction is the state of being very deep in thought; Abstraction is the use of shapes and patterns in art.
@abstractness	Abstractness is the state or quality of being abstract.--
@abstractor	An abstractor is someone who abstracts or summarizes something. --
@abstruse	If something is abstruse, it is very difficult to understand.
@abstrusely	If someone is done abstrusely, it is done in a way that is hard to understand. 
@abstruseness	Abstruseness is the quality of being hard to understand. 
@absurd	Something absurd is ridiculous and stupid.
@absurdity	An absurdity is something that is absurd or crazy; Absurdity is the measurement of how absurd something is. --
@absurdly	If something is done absurdly, it is done in a way that is absurd or crazy.
@Abu Dhabi	Abu Dhabi the capital city of the United Arab Emirates; Abu Dhabi is an emirate of the United Arab Emirates.
@abulia	If someone has abulia, they do not have a lot of will power or desire to do things. 
@abulic	If someone is abulic, they have abulia (no will power).
@abundance	If there is an abundance of something, then there is plenty of it.--
@abundant	If something is abundant, then there is a lot of it.
@abuse	Abuse is using something in the wrong way; If you abuse something, you misuse it; you use something improperly; If you abuse something, you injure it; you hurt it; you treat it with cruelty or damage it; If you abuse somebody, you rape them; you assault them; If you abuse somebody, you berate them; you insult or revile them.
@abuser	An abuser is a person who abuses anything.--
@abusive	If someone is abusive, he is violent and abuses (takes advantage of) others.--
@abutting	If things are abutting, they touch each other. 
@abwatt	An abwatt is a measurement of electrical power. It has one ten-thousandth of the power of a watt.--
@abysm	An abysm is a very deep crack in the earth. --
@abysmal	If something is abysmal, it is very bad or poor. 
@abyss	An abyss is a very deep crack in the earth. --
@Abyssinia	Abyssinia is an old name for the country of Ethiopia.
@academe	Academe is a word for the group of people who are a part of the scientific and cultural community; this group of people have attended a university and/or do research. 
@academia	Academia is a word for the group of people who are a part of the scientific and cultural community; this group of people have attended a university and/or do research. 
@academic	An academic topic, lecture, idea, etc., is one that is connected to education; An academic is a researcher or university teacher; Academics is the part of school related to learning.--
@academically	If you are academically gifted, talented, or successf..."; If you are academically gifted, talented, or successfully, you are very good at school subjects and learning; If you write or speak academically, you do so in a way that many people find boring or hard to understand because it uses a lot of difficult vocabulary or complicated ideas. 
@academics	Academics is the part of school related to learning.
@academy	An academy is an educational organization, similar to a university or college; An academy is a place for special training, such as a military academy; An academy is a group of experts in a particular field of arts or science, who regulate and promote their speciality.--
@acanthoid	If something is acanthoid, it looks like a thorn. 
@acanthous	If something is acanthous, it looks like a thorn. 
@acapnia	Acapnia is a condition where someone's body has less carbon dioxide than it should. 
@acapnial	If something is acapnial, it is related to acapnia. 
@acapnic	If something is acapnic, it is related to acapnia. 
@acapnotic	If something is acapnotic, it is related to acapnia. 
@acardia	If someone or something has acardia, they do not have a heart.
@acariasis	If someone has acariasis, they are covered in itch mites. 
@acaridiasis	If someone has acaridiasis, they are covered in itch mites. 
@acariosis	If someone has acariosis, they are covered in itch mites. 
@acarophobia	Acarophobia is the fear of feeling felt on an area of the skin that makes a person or animal to want to rub the area with a sharp object; Acarophobia is also the fear of insects. It causes the feeling felt on an area of the skin that makes a person or animal to want to rub the area with a sharp object.--
@acarpellous	If something is acarpellous, it does not have a carpel. 
@acarpelous	If something is acarpelous, it does not have a carpel. 
@acarpous	If something is acarpous, it does not make fruit. 
@acaryote	An acaryote is a biological cell that does not have a nucleus.--
@acataphasia	Acataphasia is a mental disorder that makes you unable to say what you want to say clearly. It is caused by damage to the central nervous system.
@acaudal	If someone or something is acaudal, it does not have a tail. 
@acaudate	If someone or something is acaudate, it does not have a tail. 
@acaulescent	If a plant is acaulescent, it does not have a stem --
@accede	If you..."; If you accede, you agree to a request or demand; If you accede, you assume a role in an office.--
@accelerando	An accelerando is a slow increase in the speed of music; If a piece of music is accelerando, it is slowly increasing in speed.--
@accelerate	If you are driving and you accelerate your car, you make it go faster. 
@accelerated	If something is accelerated, it is being done faster than it usually is done.--
@acceleration	Acceleration is a change in speed; Acceleration is by how much a speed or velocity goes up; for velocity, has formula &lt;math&gt;a--
@accelerator	An accelerator is the pedal in a vehicle which you step on to make it go faster.
@accelerometer	An accelerometer is a device that is used to measure acceleration.--
@accent	An accent is the particular way that somebody's speech sounds.
@accentuate	If you accentuate something, you make it more distinct or noticeable.--
@accept	If you accept something, you take it when somebody gives it to you; If you accept something, you believe it as true or valid.
@acceptability	Acceptability is the quality of being accepted.
@acceptable	When something is acceptable it is capable of being accepted or is worth being accepted; When something is welcome or pleasing, it is acceptable.
@acceptably	In an acceptable manner; in a manner to please or give satisfaction; To an acceptable degree.
@acceptance	Acceptance is when someone agrees with something or accepts something.--
@accepted	Accepted ideas are agreed by most people to be correct or reasonable.
@accepting	If someone is accepting, they are very tolerant.--
@access	If you have access to something, you can use it, look at it, enter it, etc; If you access something, you get information from it, usually using a computer.
@accesses	Third person singular of access.--
@accessibility	Accessibility is the property of being accessible.
@accessible	If something is accessible, you can use it, look at it, enter it, etc; If someone is accessible, they are friendly and easy to talk to.
@accessorial	An accessorial is something that is not needed to do something, but is useful.--
@accessorise	If you accessorise something, you decorate it with ."; If you accessorise something, you decorate it with .--
@accessorize	If you accessorize something, you decorate it with .--
@accessory	An accessory is an extra item, not needed, but which adds to the whole; An accessory is a person who helps someone to break the law.--
@accident	An accident is something that happens without a plan, usually something bad; An accident is a vehicle crash.
@accidental	If something is accidental, it is not intended.
@accidentally	If something happens accidentally, it happens without a plan, and is usually a bad thing.--
@acclaim	If someone or something is acclaimed, they are praised enthusiastically; Acclaim is public praise for someone or something. 
@acclamation	Acclamation is phrase for someone or something.
@acclimate	When you acclimate to a location, you become familiar with its weather. --
@acclimation	Acclimation is the process of becoming used to the weather of a new location. --
@acclimatise	When you acclimatise to a location, you become familiar with its weather. --
@acclimatize	When you acclimatize to a location, you become familiar with its weather. --
@accolade	An accolade is an acknowledgement given to someone for something they did.--
@accommodate	If x accommodates y, x has or makes room for y; If a place accommodates people, they stay, work, or live there; If you accommodate someone or something, you do what is needed to help or understand them.--
@accommodating	to help or please; .--
@accommodation	(usually accommodations in American English) Accommodation is a place to stay or live; Accommodation is the process or result of changing something to fit a particular need or situation.
@accompaniment	Accompaniment is music played as background to a featured musician; Accompaniment is something that is together with something else.--
@accompany	If one thing accompanies something else, it comes or goes with it, or they happen together; If person A accompanies person B on a musical instrument, B sings or plays the main part while A plays along.
@accomplice	An accomplice is a person who helps someone with a crime.--
@accomplish	If you accomplish something, you succeed in doing it.
@accomplishable	When something is accomplishable, it is possible to do it; it can be accomplished.
@accomplished	If someone is accomplished at something, they are very good at it.--
@accomplishment	{{c..."; An accomplishment is something that has been achieved successfully.--
@accord	If two or more things are in accord, they match or agree; An accord is a formal agreement between two or more countries or groups; When two things accord with each other, they agree. 
@accordance	If two or more things are in accord, they match or agree.--
@according	If something is true according to a source, it means that source says or shows that it is true.
@accordingly	If something is done accordingly, it is done in a comfortable or agreeable manner.
@accordion	An accordion is a musical instrument that makes sounds by moving air over reeds by using bellows.--
@accordionist	An accordionist is someone who plays the accordion.--
@accost	If you accost someone, you start talking to them; If you accost someone, you ask someone to have sex with you for money. --
@accouchement	Accouchement is the birth of a baby.--
@accoucheur	An accoucheur is a doctor who knows a lot about pregnancy and the birth of babies. --
@account	An account is an arrangement with a bank or other company to do business; The records of the money that is paid or received. (often plural); A description of events; If you take something into account, you think about it when you decide something; If x accounts for some part of y, x makes up that part of y; If x accounts for y, it explains why y happens or exists.
@accountability	Accountability is the state of be open and honest about your , especially when there are problems.--
@accountable	If you are accountable for something that people are not happy about, you need to explain or apologize for it.--
@accountancy	Accountancy involves keeping records on financial information. 
@accountant	An accountant is someone who is skilled in keeping or adjusting accounts.--
@accounting	Accounting involves keeping records on financial information; An accounting goes over an event that happened and the explanation for why it happened.
@accouter	If you accouter someone, you give them military gear. --
@accoutered	If someone is accoutered, they have been provided with military gear. 
@accouterment	An accouterment is an extra item of clothing that is not needed, but which adds to the whole. --
@accoutre	If you accoutre someone, you give them military gear. --
@accoutred	If someone is accoutred, they have been provided with military gear. 
@accoutrement	An accoutrement is an extra item of clothing that is not needed, but which adds to the whole. --
@accredit	If you accredit someone, you give credit to them for something they did; If a governmental body accredits a school, they certify that the school has met a certain standard.--
@accrue	If something accrues, it increases; If your money in the bank accrues, it accumulates and increases over time; If something accrues, it increases; If your money in the bank accrues, it accumulates and increases over time.--
@accumulate	If you accumulate something, you bring it together.
@accumulation	An accumulation of something, is a number or amount of it that has come together over time; Accumulation is the process of bringing things together.
@accuracy	Accuracy is the state of being accurate. 
@accurate	Something accurate is correct or exact.
@accurately	If something is done accurately, it is done correctly or with accuracy; it is not wrong. 
@accurateness	Accurateness is the state or quality of being accurate.
@accusal	An accusal is a claim that someone did something. --
@accusation	An accusation is a claim that someone did something. --
@accuse	If you accuse someone, you say they did something, usually something bad.
@accused	The accused is a person who is on trial for some crime. --
@accustom	If you accustom someone to something, you make them familiar with, or used to it.--
@ace	In card games, an ace is a card of value 1. In some games it is the card with the highest value; In tennis, a player hits an ace when the opponent doesn't hit the serve; If you say someone is an ace at something, they are excellent at it.--
@acebutolol	Acebutolol is a drug used to get rid of hypertension (high blood pressure).
@acedia	Acedia is not caring about other people's feelings.--
@acellular	If something is acellular, it is not made of cells.
@acephalia	If someone has acephalia, they do not have a head. 
@acephalism	If someone has acephalism, they do not have a head. 
@acephalous	If someone or something is acephalous, they do not have a head. 
@acephaly	If someone has acephaly, they do not have a head. 
@acerb	If something is acerb, it tastes sour.
@acerbate	If you acerbate something, you make it taste sour.--
@acerbic	If something is acerbic, it tastes sour.
@acetic	If something is acetic, it involves acetic acid.
@acetify	If you acetify something, you make it taste more sour.--
@acetose	If something is acetose, it tastes like vinegar. 
@acetous	If something is acetous, it tastes like vinegar.
@ache	If part of your body aches, it hurts a little for a long time; If you have an ache in a part of your body, it hurts a little and doesn't stop fast.
@ache for	If your heart aches for something, it longs for it very much.--
@achievable	When something is achievable, it is possible to do it; it can be achieved.
@achieve	If you achieve success or a goal, you have completed what you planned to do or have a good result. 
@achievement	An achievement is something that is or was achieved.--
@achiever	An achiever is someone who achieves; it is someone who is a winner.--
@Achilles heel	An Achilles heel is a character's, person's, or thing's weakness or defect; The Achilles heel is also the Achilles tendon; tendo Achillis.--
@achoo	Achoo is the sound of a sneeze.
@achromatic	If something is achromatic, it does not have color.
@achromatise	When you achromatise something, you remove the colour from it. --
@achromatism	Achromatism is the lack of color. 
@achromatize	When you achromatize something, you remove the color from it. --
@achromatous	Something that is achromatous only has a little color.
@achromic	If something is achromic, it lacks color. 
@achromous	If something is achromous, it lacks color. 
@aciclovir	Aciclovir is a drug used to treat herpes. 
@acid	; An acid is a liquid with a high number of hydrogen ions in it that can burn things; If something is acid, it is like an acid, from an acid, or acidic; If something has an acid taste, it is sour; If something said or done to you was acid, it was hurtful.
@acidic	Something that is acidic has a pH level less than 7, is sour, and makes basic solutions more neutral; Something that is acidic has a high percentage of silica; Something that is acidic is of or related to acid or has the characteristics of an acid. 
@acidify	If you acidify something, you make it taste more sour. --
@acidimetric	If something is acidimetric, it involves acidimetry.
@acidity	The quality or state of being acid; The quality of sour; sourness to the taste, as in the acidity of lemon juice; Excessive acid quality, as in gastric secretions.--
@acidly	If something is done acidly, it is done in a sour or tart manner.
@acidophilic	If something is acidophilic, it can survive well in acid. 
@acidophilous	If something is acidophilous, it can survive well in acid. 
@acidosis	Acidosis is a medical problem where there is too much acid in the blood of a person.
@acidulate	If you make something acidulate, you make it taste more sour. --
@acidulent	If something is acidulent, it tastes like acid. 
@acidulous	If something is acidulous, it tastes like acid. --
@aciduric	If something is aciduric, it can survive well in acid. 
@acknowledge	If you acknowledge something, you show that you know it is there or that it is true; If you acknowledge something, you say publicly that it is good.
@acknowledgement	An acknowledgement is the acceptance of the truth or existence of something; An acknowledgement is the recognition of the importance or quality of something; An acknowledgement is a statement printed in a book expressing the author's gratitude to others.--
@acknowledgment	An acknowledgment is the acceptance of the truth or existence of something; An acknowledgment is the recognition of the importance or quality of something; An acknowledgment is a statement printed in a book expressing the author's gratitude to others.--
@acne	Acne is an infection of the skin, usually on the face, usually in teens.--
@acorea	If someone has acorea, their eyes do not have pupils.
@acorn	An acorn is a fruit of the oak.
@acousma	An acousma is the hearing of a sound that is not real.--
@acoustic	Related to hearing or sounds; An acoustic instrument is played without electricity; If a space has good acoustics (or sometimes acoustic) its physical structure makes it easy to hear sound in it.--
@acoustics	If a space has good acoustics (or sometimes acoustic) its physical structure makes it easy to hear sound in it; Acoustics is the study of sound.
@acquaint	If you acquaint someone with something, you make them familiar with it.--
@acquaintance	An acquaitance is someone you know slightly but not well.
@acquiesce	If you acquiesce to something, you agree to it. --
@acquire	If you acquire something, you buy or get it. 
@acquirer	An acquirer is a person whose job is to acquire things.--
@acquisition	Acquisition is the act of getting something, often by buying it; An acquisition is something that you got.
@acquit	If someone is acquitted of a crime, they have been tried in a court and found not guilty.--
@acquittal	An acquittal is the action of saying someone is not guilty of a crime.--
@acre	An acre is an imperial measure of area. One acre is 4,840 square yards or 4047 square metres.--
@acreage	The acerage of a property is the area in acres that it covers; The acerage of a property is the area in acres that it covers; Sombody's acerage is their large property, often a farm.--
@acritical	If something is acritical, it not critical or necessary. 
@acrobatic	If something is acrobatic, it has to do with acrobatics.
@acrocyanosis	Acrocyanosis is a medical condition where your toes or fingers become blue. It is caused by cold temperatures or emotional stress.
@acromegalia	If someone has acromegalia, they have bones that are larger than they should be in their head, hands and/or feet. 
@acromegaly	If someone has acromegaly, they have bones that are larger than they should be in their head, hands and/or feet. 
@acromicria	If someone has acromicria, their fingers or toes are smaller than they should be. 
@acromikria	If someone has acromikria, their fingers or toes are smaller than they should be. 
@acronym	An acronym is an RAM, radar and scuba are acronyms.''--
@acronymic	If something is acronymic, it uses acronyms. 
@acronymous	If something is acronymous, it uses acronyms. 
@acrophobia	Acrophobia is the fear of heights.
@acrophobic	If someone is acrophobic, they have a fear of heights.
@acropolis	An acropolis is an old Greek building that people can enter to protect from who are attacking. Acropolises are designed to resist damage.--
@across	To the other side; On the other side; Crossing, on both sides of. 
@acrostic	An acrostic is a poem where the first letter of each line creates a word or sentence.--
@act	&amp; If you act in some way, you do something that makes people think you are that way; If you act, you perform in a film or a play; Something done, a deed; An act is a law made by the government; An act is when you do something to make people believe something other than the truth; An act is a part of a play, opera, ballet, musical, film, or other theatrical piece. An act is sometimes divided into scenes.
@acting	An acting director, president, head, etc. is in the position until the regular person returns to the job.--
@actinic	If something is actinic, it involves or is related to radiation.
@actinide	An actinide is a chemical element with an atomic number between 89 and 103. --
